BIPA_GRAPHEME	CLTS_NAME	GENERATED	EXPLICIT	GRAPHEME	SYMBOLS	URL	LATEX	FEATURES	SOUND	IMAGE	COUNT	NOTE
yɜ	from rounded close front to unrounded open-mid central diphthong	+	+	yɜ	◌y ◌ɜ	http://eurasianphonology.info/search_exact?dialects=True&query=y%C9%9C					1	
yː	long rounded close front vowel		+	(yː)	◌y ◌ː	http://eurasianphonology.info/search_exact?dialects=True&query=%28y%CB%90%29					2	
yː	long rounded close front vowel		+	yː	◌y ◌ː	http://eurasianphonology.info/search_exact?dialects=True&query=y%CB%90					41	
yːː	ultra-long rounded close front vowel		+	yːː	◌y ◌ː ◌ː	http://eurasianphonology.info/search_exact?dialects=True&query=y%CB%90%CB%90					1	
yˑ	mid-long rounded close front vowel		+	yˑ	◌y ◌ˑ	http://eurasianphonology.info/search_exact?dialects=True&query=y%CB%91					1	
ỹ	nasalized rounded close front vowel		+	ỹ	◌y ◌̃	http://eurasianphonology.info/search_exact?dialects=True&query=y%CC%83					8	
ỹœ	from nasalized rounded close front to rounded open-mid front diphthong	+	+	ỹœ	◌y ◌̃ ◌œ	http://eurasianphonology.info/search_exact?dialects=True&query=y%CC%83%C5%93					1	
ỹœː	from nasalized rounded close front to long rounded open-mid front diphthong	+	+	ỹœː	◌y ◌̃ ◌œ ◌ː	http://eurasianphonology.info/search_exact?dialects=True&query=y%CC%83%C5%93%CB%90					1	
ỹː	long nasalized rounded close front vowel		+	ỹː	◌y ◌̃ ◌ː	http://eurasianphonology.info/search_exact?dialects=True&query=y%CC%83%CB%90					6	
y̞	lowered rounded close front vowel	+	+	y̞	◌y ◌̞	http://eurasianphonology.info/search_exact?dialects=True&query=y%CC%9E					6	
y̠	retracted rounded close front vowel	+	+	y̠	◌y ◌̠	http://eurasianphonology.info/search_exact?dialects=True&query=y%CC%A0					1	
y̤	breathy rounded close front vowel	+	+	y̤	◌y ◌̤	http://eurasianphonology.info/search_exact?dialects=True&query=y%CC%A4					3	
y̯ø	from non-syllabic rounded close front to rounded close-mid front diphthong	+	+	y̯ø	◌y ◌̯ ◌ø	http://eurasianphonology.info/search_exact?dialects=True&query=y%CC%AF%C3%B8					1	
y̰	creaky rounded close front vowel	+	+	y̰	◌y ◌̰	http://eurasianphonology.info/search_exact?dialects=True&query=y%CC%B0					1	
y̰ː	long creaky rounded close front vowel	+	+	y̰ː	◌y ◌̰ ◌ː	http://eurasianphonology.info/search_exact?dialects=True&query=y%CC%B0%CB%90					1	
z	voiced alveolar sibilant fricative consonant		+	(z)	◌z	http://eurasianphonology.info/search_exact?dialects=True&query=%28z%29					1	
z	voiced alveolar sibilant fricative consonant		+	z	◌z	http://eurasianphonology.info/search_exact?dialects=True&query=z					214	
zʰ	aspirated voiced alveolar sibilant fricative consonant	+	+	zʰ	◌z ◌ʰ	http://eurasianphonology.info/search_exact?dialects=True&query=z%CA%B0					1	
zʲ	palatalized voiced alveolar sibilant fricative consonant		+	zʲ	◌z ◌ʲ	http://eurasianphonology.info/search_exact?dialects=True&query=z%CA%B2					23	
zʲː	palatalized long voiced alveolar sibilant fricative consonant	+	+	zʲː	◌z ◌ʲ ◌ː	http://eurasianphonology.info/search_exact?dialects=True&query=z%CA%B2%CB%90					1	
zʷ	labialized voiced alveolar sibilant fricative consonant	+	+	zʷ	◌z ◌ʷ	http://eurasianphonology.info/search_exact?dialects=True&query=z%CA%B7					2	
zː	long voiced alveolar sibilant fricative consonant	+	+	zː	◌z ◌ː	http://eurasianphonology.info/search_exact?dialects=True&query=z%CB%90					1	
zˤ	pharyngealized voiced alveolar sibilant fricative consonant	+	+	zˤ	◌z ◌ˤ	http://eurasianphonology.info/search_exact?dialects=True&query=z%CB%A4					6	
z̠	retracted voiced alveolar sibilant fricative consonant	+	+	z̠	◌z ◌̠	http://eurasianphonology.info/search_exact?dialects=True&query=z%CC%A0					1	
z̥	devoiced voiced alveolar sibilant fricative consonant		+	z̥	◌z ◌̥	http://eurasianphonology.info/search_exact?dialects=True&query=z%CC%A5					3	
z̩	syllabic voiced alveolar sibilant fricative consonant		+	z̩	◌z ◌̩	http://eurasianphonology.info/search_exact?dialects=True&query=z%CC%A9					1	
z̪	voiced dental sibilant fricative consonant		+	z̪	◌z ◌̪	http://eurasianphonology.info/search_exact?dialects=True&query=z%CC%AA					30	
z̪ʲ	palatalized voiced dental sibilant fricative consonant	+	+	z̪ʲ	◌z ◌̪ ◌ʲ	http://eurasianphonology.info/search_exact?dialects=True&query=z%CC%AA%CA%B2					2	
z̪ʷ	labialized voiced dental sibilant fricative consonant	+	+	z̪ʷ	◌z ◌̪ ◌ʷ	http://eurasianphonology.info/search_exact?dialects=True&query=z%CC%AA%CA%B7					1	
z̪ˤ	pharyngealized voiced dental sibilant fricative consonant	+	+	z̪ˤ	◌z ◌̪ ◌ˤ	http://eurasianphonology.info/search_exact?dialects=True&query=z%CC%AA%CB%A4					1	
z̪̻	voiced laminal dental sibilant fricative consonant	+	+	z̪̻	◌z ◌̪ ◌̻	http://eurasianphonology.info/search_exact?dialects=True&query=z%CC%AA%CC%BB					1	
z̪̻	voiced laminal dental sibilant fricative consonant	+	+	z̻	◌z ◌̪ ◌̻	http://eurasianphonology.info/search_exact?dialects=True&query=z%CC%BB					11	
z̺	voiced apical alveolar sibilant fricative consonant	+	+	z̺	◌z ◌̺	http://eurasianphonology.info/search_exact?dialects=True&query=z%CC%BA					17	
æ	unrounded near-open front vowel		+	æ	◌æ	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%A6					68	
æe	from unrounded near-open front to unrounded close-mid front diphthong	+	+	æe	◌æ ◌e	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%A6e					1	
æi	from unrounded near-open front to unrounded close front diphthong	+	+	æi	◌æ ◌i	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%A6i					2	
æi̯	from unrounded near-open front to non-syllabic unrounded close front diphthong	+	+	æi̯	◌æ ◌i ◌̯	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%A6i%CC%AF					4	
æo	from unrounded near-open front to rounded close-mid back diphthong	+	+	æo	◌æ ◌o	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%A6o					1	
æu	from unrounded near-open front to rounded close back diphthong	+	+	æu	◌æ ◌u	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%A6u					1	
æu̯	from unrounded near-open front to non-syllabic rounded close back diphthong	+	+	æu̯	◌æ ◌u ◌̯	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%A6u%CC%AF					1	
æɛ	from unrounded near-open front to unrounded open-mid front diphthong	+	+	æɛ	◌æ ◌ɛ	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%A6%C9%9B					1	
æɪ̯	from unrounded near-open front to non-syllabic unrounded near-close near-front diphthong	+	+	æɪ̯	◌æ ◌ɪ ◌̯	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%A6%C9%AA%CC%AF					3	
æː	long unrounded near-open front vowel		+	æː	◌æ ◌ː	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%A6%CB%90					32	
æːi	from long unrounded near-open front to unrounded close front diphthong	+	+	æːi	◌æ ◌ː ◌i	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%A6%CB%90i					1	
æːʊ	from long unrounded near-open front to rounded near-close near-back diphthong	+	+	æːʊ	◌æ ◌ː ◌ʊ	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%A6%CB%90%CA%8A					1	
æːː	ultra-long unrounded near-open front vowel		+	æːː	◌æ ◌ː ◌ː	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%A6%CB%90%CB%90					1	
æˑ	mid-long unrounded near-open front vowel		+	æˑ	◌æ ◌ˑ	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%A6%CB%91					1	
æ̃	nasalized unrounded near-open front vowel		+	æ̃	◌æ ◌̃	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%A6%CC%83					10	
æ̃i	from nasalized unrounded near-open front to unrounded close front diphthong	+	+	æ̃i	◌æ ◌̃ ◌i	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%A6%CC%83i					1	
æ̃ɪ̯̃	from nasalized unrounded near-open front to non-syllabic nasalized unrounded near-close near-front diphthong	+	+	æ̃ɪ̯̃	◌æ ◌̃ ◌ɪ ◌̯ ◌̃	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%A6%CC%83%C9%AA%CC%AF%CC%83					2	
æ̃ː	long nasalized unrounded near-open front vowel		+	æ̃ː	◌æ ◌̃ ◌ː	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%A6%CC%83%CB%90					1	
æ̰	creaky unrounded near-open front vowel		+	æ̰	◌æ ◌̰	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%A6%CC%B0					3	
ð	voiced dental fricative consonant		+	ð	◌ð	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%B0					34	
ðʲ	palatalized voiced dental fricative consonant	+	+	ðʲ	◌ð ◌ʲ	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%B0%CA%B2					2	
ðʼ	voiced dental ejective fricative consonant	+	+	ðʼ	◌ð ◌ʼ	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%B0%CA%BC					1	
ðː	long voiced dental fricative consonant		+	ðː	◌ð ◌ː	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%B0%CB%90					1	
ðˤ	pharyngealized voiced dental fricative consonant	+	+	ðˤ	◌ð ◌ˤ	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%B0%CB%A4					3	
ð̠	voiced alveolar fricative consonant		+	z͇	◌ð ◌̠	http://eurasianphonology.info/search_exact?dialects=True&query=z%CD%87					1	
ð̠	voiced alveolar fricative consonant		+	ð̺̪	◌ð ◌̠	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%B0%CC%BA%CC%AA					6	
ð̠ˠ	velarized voiced alveolar fricative consonant	+	+	ð͇ˠ	◌ð ◌̠ ◌ˠ	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%B0%CD%87%CB%A0					1	
ø	rounded close-mid front vowel		+	ø	◌ø	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%B8					32	
øe	from rounded close-mid front to unrounded close-mid front diphthong	+	+	øe	◌ø ◌e	http://eurasianphonology.info/search_exact?dialects=True&query=%C3%B8e					1	
