BIPA_GRAPHEME	CLTS_NAME	GENERATED	EXPLICIT	GRAPHEME	SYMBOLS	URL	LATEX	FEATURES	SOUND	IMAGE	COUNT	NOTE
ʃ	voiceless post-alveolar sibilant fricative consonant		+	ʃ	◌ʃ	http://apics-online.info/parameters/195		voiceless palato-alveolar sibilant fricative				
ʈ	voiceless retroflex stop consonant		+	ʈ	◌ʈ	http://apics-online.info/parameters/143		voiceless retroflex plosive				
ʈʰ	aspirated voiceless retroflex stop consonant		+	ʈʰ	◌ʈ ◌ʰ	http://apics-online.info/parameters/162		voiceless aspirated retroflex plosive				
ʊ	rounded near-close near-back vowel		+	ʊ	◌ʊ	http://apics-online.info/parameters/273		lowered high back rounded vowel				
ʋ	voiced labio-dental approximant consonant		+	ʋ	◌ʋ	http://apics-online.info/parameters/222		voiced labio-dental approximant				
ʌ	unrounded open-mid back vowel		+	ʌ	◌ʌ	http://apics-online.info/parameters/270		lower central unrounded vowel				
ʎ	voiced palatal lateral approximant consonant		+	ʎ	◌ʎ	http://apics-online.info/parameters/215		voiced palatal lateral approximant				
ʏ	rounded near-close near-front vowel		+	ʏ	◌ʏ	http://apics-online.info/parameters/264		lowered high front rounded vowel				
ʒ	voiced post-alveolar sibilant fricative consonant		+	ʒ	◌ʒ	http://apics-online.info/parameters/196		voiced palato-alveolar sibilant fricative				
ʔ	voiceless glottal stop consonant		+	ʔ	◌ʔ	http://apics-online.info/parameters/155		glottal plosive				
ʕ	voiced pharyngeal fricative consonant		+	ʕ	◌ʕ	http://apics-online.info/parameters/208		voiced pharyngeal fricative				
dʑ	voiced alveolo-palatal sibilant affricate consonant		+	ʥ	◌d ◌ʑ	http://apics-online.info/parameters/142		voiced alveolo-palatal affricate				
tɕ	voiceless alveolo-palatal sibilant affricate consonant		+	ʨ	◌t ◌ɕ	http://apics-online.info/parameters/141		voiceless alveolo-palatal affricate				
ʰk	pre-aspirated voiceless velar stop consonant		+	ʰk	◌ʰ ◌k	http://apics-online.info/parameters/250		voiceless preaspirated velar plosive				
ʰp	pre-aspirated voiceless bilabial stop consonant		+	ʰp	◌ʰ ◌p	http://apics-online.info/parameters/247		voiceless preaspirated bilabilal plosive				
ʰr	pre-aspirated voiced alveolar trill consonant	+	+	ʰr	◌ʰ ◌r	http://apics-online.info/parameters/251		pre-breathy voice rhotic				
ʰt	pre-aspirated voiceless alveolar stop consonant		+	ʰt	◌ʰ ◌t	http://apics-online.info/parameters/248		voiceless preaspirated dental/alveolar plosive				
ʰtʃ	pre-aspirated voiceless post-alveolar sibilant affricate consonant	+	+	ʰtʃ	◌ʰ ◌t ◌ʃ	http://apics-online.info/parameters/249		voiceless preaspirated palato-alveolar sibilant affricate				
β	voiced bilabial fricative consonant		+	β	◌β	http://apics-online.info/parameters/188		voiced bilabial fricative				
θ	voiceless dental fricative consonant		+	θ	◌θ	http://apics-online.info/parameters/191		voiceless dental fricative				
χ	voiceless uvular fricative consonant		+	χ	◌χ	http://apics-online.info/parameters/202		voiceless uvular fricative				
χʷ	labialized voiceless uvular fricative consonant		+	χʷ	◌χ ◌ʷ	http://apics-online.info/parameters/203		labialized voiceless uvular fricative				
ⁿd	pre-nasalized voiced alveolar stop consonant		+	ⁿd	◌ⁿ ◌d	http://apics-online.info/parameters/232		prenasalized voiced dental/alveolar plosive				
ⁿdʒ	pre-nasalized voiced post-alveolar affricate consonant		+	ⁿd͡ʒ	◌ⁿ ◌d ◌ʒ	http://apics-online.info/parameters/233		prenasalized voiced palato-alveolar sibilant affricate				
ⁿf	pre-nasalized voiceless labio-dental fricative consonant	+	+	ⁿf	◌ⁿ ◌f	http://apics-online.info/parameters/240		prenasalized voiceless labiodental fricative				
ⁿs	pre-nasalized voiceless alveolar sibilant fricative consonant	+	+	ⁿs	◌ⁿ ◌s	http://apics-online.info/parameters/242		prenasalized voiceless dental/alveolar sibilant fricative				
ⁿt	pre-nasalized voiceless alveolar stop consonant		+	ⁿt	◌ⁿ ◌t	http://apics-online.info/parameters/237		prenasalized voiceless dental/alveolar plosive				
ⁿz	pre-nasalized voiced alveolar sibilant fricative consonant	+	+	ⁿz	◌ⁿ ◌z	http://apics-online.info/parameters/243		prenasalized voiced dental/alveolar sibilant fricative				
ⁿʒ	pre-nasalized voiced post-alveolar sibilant fricative consonant	+	+	ⁿʒ	◌ⁿ ◌ʒ	http://apics-online.info/parameters/244		prenasalized voiced palato-alveolar fricative				
