BIPA_GRAPHEME	CLTS_NAME	GENERATED	EXPLICIT	GRAPHEME	SYMBOLS	URL	LATEX	FEATURES	SOUND	IMAGE	COUNT	NOTE
ɟ̰	creaky voiced palatal stop consonant	+	+	ɟ̰	◌ɟ ◌̰	http://phoible.org/parameters/535E3A80BD17F755C3E0DA6ECF8CCB90		0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:+:-:+:-:+:+:-:+:-:0:0:0:+:-:-:+:-:-:-:-			3	
ɟ̰̩	syllabic creaky voiced palatal stop consonant	+	+	ɟ̰̩	◌ɟ ◌̰ ◌̩	http://phoible.org/parameters/098625200658A15F8E16D62DC591074B		0:-:+:-:-:+:-:-:-:-:-:-:-:-:-:0:0:+:-:+:-:+:+:-:+:-:0:0:0:+:-:-:+:-:-:-:-			1	
ɠ	voiced velar implosive consonant		+	ɠ	◌ɠ	http://phoible.org/parameters/A7B91F7C0EC9AC0179CEBB1204C26358		0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:-:0:0:0:+:+:-:-:-:0:0:0:+:-:-:-:-:-:+:-			22	
ɠɓ	voiced velar-and-bilabial implosive consonant		+	ɠɓ	◌ɠ ◌ɓ	http://phoible.org/parameters/E194642955119ED3EF3897897619B0FD		0:-:-:-:-:+:-:-:-:-:-:-:-:-:-,+:-:-:-:0:0:0:+,-:+:-:-:-:0:0:0:+:-:-:-:-:-:+:-			4	
ɠː	long voiced velar implosive consonant	+	+	ɠː	◌ɠ ◌ː	http://phoible.org/parameters/C2B46507F16108D6136EDD9161333051		0:-:-:-:+:+:-:-:-:-:-:-:-:-:-:0:0:-:0:0:0:+:+:-:-:-:0:0:0:+:-:-:-:-:-:+:-			1	
ɠ̥	devoiced voiced velar implosive consonant	+	+	ɠ̥	◌ɠ ◌̥	http://phoible.org/parameters/70E06BD948ADBAAECDCB6C35C6C1A73B		0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:-:0:0:0:+:+:-:-:-:0:0:0:-:-:-:-:-:-:+:-			2	
ɠ̥ʲ	palatalized devoiced voiced velar implosive consonant	+	+	ɠ̥ʲ	◌ɠ ◌̥ ◌ʲ	http://phoible.org/parameters/4A466609C04921366F184D6F40D259FA		0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:0:0:0:-:-:-:-:-:-:+:-			1	
ɠ̥ʷ	labialized devoiced voiced velar implosive consonant	+	+	ɠ̥ʷ	◌ɠ ◌̥ ◌ʷ	http://phoible.org/parameters/3A20B59B8D51AF0A9EE6DDDE4DFF4C4F		0:-:-:-:-:+:-:-:-:-:-:-:-:-:+:+:-:-:0:0:0:+:+:-:-:-:0:0:0:-:-:-:-:-:-:+:-			1	
g	voiced velar stop consonant		+	ɡ	◌g	http://phoible.org/parameters/ECC959553F23387998DAF88D69D7736C		0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:-:0:0:0:+:+:-:-:-:0:0:0:+:-:-:-:-:-:-:-			1712	
gb	voiced velar-and-bilabial stop consonant		+	ɡb	◌g ◌b	http://phoible.org/parameters/1F27FEFCD8402C09E00300258B5A7EE2		0:-:-:-:-:+:-:-:-:-:-:-:-:-:+:-:-:-:0:0:0:+:+:-:-:-:0:0:0:+:-:-:-:-:-:-:-			374	
bʳ	with-trilled-release voiced bilabial stop consonant	+	+	ɡbr	◌b ◌ʳ	http://phoible.org/parameters/503029FE92C83939A50207D5A917772A		0:-:-:-:-:+:-:-:-:-:-:+:-:-:+:-:-:+:+:-:-:+:+:-:-:-:0:0:0:+:-:-:-:-:-:-:-			1	
gbʳ	with-trilled-release voiced velar-and-bilabial stop consonant	+	+	ɡbɾ	◌g ◌b ◌ʳ	http://phoible.org/parameters/587B002D743931F319E05A42CA9FB077		0:-:-:-:-:+:-:-:-:-:+:-:-:-:+:-:-:+:+:-:-:+:+:-:-:-:0:0:0:+:-:-:-:-:-:-:-			1	
gbʲ	palatalized voiced velar-and-bilabial stop consonant	+	+	ɡbʲ	◌g ◌b ◌ʲ	http://phoible.org/parameters/2FF8EE33168D280915E978629A7459FF		0:-:-:-:-:+:-:-:-:-:-:-:-:-:+:-:-:-:0:0:0:+:+:-:+:-:0:0:0:+:-:-:-:-:-:-:-			3	
gbʷ	labialized voiced velar-and-bilabial stop consonant	+	+	ɡbʷ	◌g ◌b ◌ʷ	http://phoible.org/parameters/DA158A4CB640860782B1594AA69564BF		0:-:-:-:-:+:-:-:-:-:-:-:-:-:+:+:-:-:0:0:0:+:+:-:-:-:0:0:0:+:-:-:-:-:-:-:-			2	
gbː	long voiced velar-and-bilabial stop consonant	+	+	ɡbː	◌g ◌b ◌ː	http://phoible.org/parameters/DA4BC7BF5877FA3F9E71A280F3D2CFAA		0:-:-:-:+:+:-:-:-:-:-:-:-:-:+:-:-:-:0:0:0:+:+:-:-:-:0:0:0:+:-:-:-:-:-:-:-			2	
gbˤ	pharyngealized voiced velar-and-bilabial stop consonant	+	+	ɡbˤ	◌g ◌b ◌ˤ	http://phoible.org/parameters/2713ED2F481B270ECA0BD6DAA5F67D0F		0:-:-:-:-:+:-:-:-:-:-:-:-:-:+:-:-:-:0:0:0:+:+:-:-:-:0:+:-:+:-:-:-:-:-:-:-			1	
gb̩	syllabic voiced velar-and-bilabial stop consonant	+	+	ɡb̩	◌g ◌b ◌̩	http://phoible.org/parameters/96B3471F9B3207614011CFC2D9C68949		0:-:+:-:-:+:-:-:-:-:-:-:-:-:+:-:-:-:0:0:0:+:+:-:-:-:0:0:0:+:-:-:-:-:-:-:-			1	
