BIPA_GRAPHEME	CLTS_NAME	GENERATED	EXPLICIT	GRAPHEME	SYMBOLS	URL	LATEX	FEATURES	SOUND	IMAGE	COUNT	NOTE
ˀm	pre-glottalized voiced bilabial nasal consonant	+	+	ˀm	◌ˀ ◌m			-syl +son +cons -cont -delrel -lat +nas +voi -sg +cg +ant -cor +lab -hi -lo -back -round -velaric -long				
ˀn	pre-glottalized voiced alveolar nasal consonant	+	+	ˀn	◌ˀ ◌n			-syl +son +cons -cont -delrel -lat +nas +voi -sg +cg +ant +cor -distr -lab -hi -lo -back -round -velaric -long				
ˀn̪	pre-glottalized voiced dental nasal consonant	+	+	ˀn̪	◌ˀ ◌n ◌̪			-syl +son +cons -cont -delrel -lat +nas +voi -sg +cg +ant +cor +distr -lab -hi -lo -back -round -velaric -long				
ˀp	pre-glottalized voiceless bilabial stop consonant	+	+	ˀp	◌ˀ ◌p			-syl -son +cons -cont -delrel -lat -nas -voi -sg +cg +ant -cor +lab -hi -lo -back -round -velaric -long				
ˀpf	pre-glottalized voiceless labio-dental affricate consonant	+	+	ˀp͡f	◌ˀ ◌p ◌f			-syl -son +cons -cont +delrel -lat -nas +strid -voi -sg +cg +ant -cor +lab -hi -lo -back -round -velaric -long				
ˀpt	pre-glottalized voiceless bilabial-and-alveolar stop consonant	+	+	ˀp͡t	◌ˀ ◌p ◌t			-syl -son +cons -cont -delrel -lat -nas -voi -sg +cg +ant +cor -distr +lab -hi -lo -back -round -velaric -long				
ˀpɸ	pre-glottalized voiceless bilabial affricate consonant	+	+	ˀp͡ɸ	◌ˀ ◌p ◌ɸ			-syl -son +cons -cont +delrel -lat -nas -strid -voi -sg +cg +ant -cor +lab -round -velaric -long				
ˀq	pre-glottalized voiceless uvular stop consonant	+	+	ˀq	◌ˀ ◌q			-syl -son +cons -cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab -hi -lo +back -round -velaric -long				
ˀqχ	pre-glottalized voiceless uvular affricate consonant	+	+	ˀq͡χ	◌ˀ ◌q ◌χ			-syl -son +cons -cont +delrel -lat -nas -voi -sg +cg -ant -cor -lab -hi -lo +back -round -velaric -long				
ˀr	pre-glottalized voiced alveolar trill consonant	+	+	ˀr	◌ˀ ◌r			-syl +son +cons +cont -lat -nas +voi -sg +cg +ant +cor -distr -lab -round -velaric -long				
ˀr̪	pre-glottalized voiced dental trill consonant	+	+	ˀr̪	◌ˀ ◌r ◌̪			-syl +son +cons +cont -lat -nas +voi -sg +cg +ant +cor +distr -lab -round -velaric -long				
ˀs	pre-glottalized voiceless alveolar sibilant fricative consonant	+	+	ˀs	◌ˀ ◌s			-syl -son +cons +cont -delrel -lat -nas -voi -sg +cg +ant +cor -distr -lab -hi -lo -back -round -velaric -long				
ˀs̪	pre-glottalized voiceless dental sibilant fricative consonant	+	+	ˀs̪	◌ˀ ◌s ◌̪			-syl -son +cons +cont -delrel -lat -nas -voi -sg +cg +ant +cor +distr -lab -hi -lo -back -round -velaric -long				
ˀt	pre-glottalized voiceless alveolar stop consonant	+	+	ˀt	◌ˀ ◌t			-syl -son +cons -cont -delrel -lat -nas -voi -sg +cg +ant +cor -distr -lab -hi -lo -back -round -velaric -long				
ˀt̪	pre-glottalized voiceless dental stop consonant	+	+	ˀt̪	◌ˀ ◌t ◌̪			-syl -son +cons -cont -delrel -lat -nas -voi -sg +cg +ant +cor +distr -lab -hi -lo -back -round -velaric -long				
ˀts̪	pre-glottalized voiceless dental sibilant affricate consonant	+	+	ˀt̪͡s̪	◌ˀ ◌t ◌s ◌̪			-syl -son +cons -cont +delrel -lat -nas -voi -sg +cg +ant +cor +distr -lab -round -velaric -long				
ˀtɬ̪	pre-glottalized voiceless dental lateral affricate consonant		+	ˀt̪͡ɬ̪	◌ˀ ◌t ◌ɬ ◌̪			-syl -son +cons -cont +delrel +lat -nas -voi -sg +cg +ant +cor +distr -lab -round -velaric -long				
ˀtθ	pre-glottalized voiceless dental affricate consonant	+	+	ˀt̪͡θ	◌ˀ ◌t ◌θ			-syl -son +cons -cont +delrel -lat -nas -voi -sg +cg +ant +cor +distr -lab -round -velaric -long				
ˀts	pre-glottalized voiceless alveolar sibilant affricate consonant	+	+	ˀt͡s	◌ˀ ◌t ◌s			-syl -son +cons -cont +delrel -lat -nas -voi -sg +cg +ant +cor -distr -lab -hi -lo -back -round -velaric -long				
ˀtɕ	pre-glottalized voiceless alveolo-palatal sibilant affricate consonant	+	+	ˀt͡ɕ	◌ˀ ◌t ◌ɕ			-syl -son +cons -cont +delrel -lat -nas -voi -sg +cg -ant +cor +distr -lab +hi -lo -back -round -velaric -long				
ˀtɬ	pre-glottalized voiceless alveolar lateral affricate consonant	+	+	ˀt͡ɬ	◌ˀ ◌t ◌ɬ			-syl -son +cons -cont +delrel +lat -nas -voi -sg +cg +ant +cor -distr -lab -round -velaric -long				
ˀtʃ	pre-glottalized voiceless post-alveolar sibilant affricate consonant	+	+	ˀt͡ʃ	◌ˀ ◌t ◌ʃ			-syl -son +cons -cont +delrel -lat -nas -voi -sg +cg -ant +cor +distr -lab -hi -lo -back -round -velaric -long				
ˀv	pre-glottalized voiced labio-dental fricative consonant	+	+	ˀv	◌ˀ ◌v			-syl -son +cons +cont -delrel -lat -nas +strid +voi -sg +cg +ant -cor +lab -hi -lo -back -round -velaric -long				
ˀw	pre-glottalized voiced labio-velar approximant consonant	+	+	ˀw	◌ˀ ◌w			-syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -ant -cor +lab +hi -lo +back +round -velaric -long				
ˀx	pre-glottalized voiceless velar fricative consonant	+	+	ˀx	◌ˀ ◌x			-syl -son +cons +cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab +hi -lo +back -round -velaric -long				
ˀz	pre-glottalized voiced alveolar sibilant fricative consonant	+	+	ˀz	◌ˀ ◌z			-syl -son +cons +cont -delrel -lat -nas +voi -sg +cg +ant +cor -distr -lab -hi -lo -back -round -velaric -long				
ˀz̪	pre-glottalized voiced dental sibilant fricative consonant	+	+	ˀz̪	◌ˀ ◌z ◌̪			-syl -son +cons +cont -delrel -lat -nas +voi -sg +cg +ant +cor +distr -lab -hi -lo -back -round -velaric -long				
ˀç	pre-glottalized voiceless palatal sibilant fricative consonant	+	+	ˀç	◌ˀ ◌c ◌̧			-syl -son +cons +cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab +hi -lo -back -round -velaric -long				
ˀð	pre-glottalized voiced dental fricative consonant	+	+	ˀð	◌ˀ ◌ð			-syl -son +cons +cont -delrel -lat -nas +voi -sg +cg +ant +cor +distr -lab -hi -lo -back -round -velaric -long				
